StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	PopLSA	TotStaff	TotInc	BookVol	Visits	TotCirc	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
AK	AK0031	HOLLISPUBLICLIBRARY	NO.1HOLLISSCHOOLROAD	HOLLIS	99950	5	PRWALES-OUTERKE	9075307112	www.princeofwalesonline.com/hollis_library.html	172	0	10858	17200	1600	4550	3	1000	-132.878786	55.76289	5533	43	0
AK	AK0032	HOMERPUBLICLIBRARY	500HAZELAVENUE	HOMER	99603	7849	KENAIPENINSULA	9072353180	library.ci.homer.ak.us/	5390	6.9	629909	35931	133186	98815	19	40041	-151.544372	59.63993	53409	43	0
AK	AK0033	HOPEPUBLICLIBRARY	18487AAVENUE	HOPE	99605	127	KENAIPENINSULA	9077823121	-3	-3	-3	-3	-3	-3	-3	-3	-3	-149.636592	60.916201	53409	42	0
AK	AK0035	JUNEAUPUBLICLIBRARIES	292MARINEWAY	JUNEAU	99801	1361	JUNEAU	9075865324	www.juneau.org/library/	40138	20.4	2266500	118523	397401	219996	45	44871	-134.400041	58.29759	30988	33	0
AK	AK0037	KASILOFPUBLICLIBRARY	58200STERLINGHIGHWAY	KASILOF	99610	176	KENAIPENINSULA	9072524097	-3	560	0.25	12638	14622	3080	5422	1	210	-151.225689	60.3424	53409	43	0
AK	AK0038	KENAICOMMUNITYLIBRARY	163MAINSTREETLOOP	KENAI	99611	7723	KENAIPENINSULA	9072834378	www.kenailibrary.org/	7134	6	629849	78136	97802	115232	15	23110	-151.244012	60.55813	53409	33	0
AK	AK0039	KETCHIKANPUBLICLIBRARY	629DOCKSTREET	KETCHIKAN	99901	6589	KETCHIKANGATEWAY	9072253331	www.firstcitylibraries.org/	12993	12.3	1075208	59651	132940	160698	5	9809	-131.650775	55.34479	13142	33	0
AK	AK0040	A.HOLMESJOHNSONMEMORIALLIBRARY	319LOWERMILLBAYROAD	KODIAK	99615	7341	KODIAKISLAND	9074868688	www.city.kodiak.ak.us/library/	12972	7.5	713608	68894	149572	95667	10	51324	-152.398502	57.79393	13049	33	0
AK	AK0041	CHUKCHICONSORTIUMLIBRARY	604THIRDSTREET	KOTZEBUE	99752	297	NORTHWESTARCTIC	9074422410	www.chukchi.alaska.edu/users/zycclib/	3972	1.88	169034	13108	19100	8595	5	7408	-162.587444	66.89788	7502	33	0
AK	AK0044	MCGRATHCOMMUNITYSCHOOLLIBRARY	CHINANAAVENUE	MCGRATH	99627	249	YUKON-KOYUKUK	9075243843	-3	317	0.5	27767	12141	3056	1997	4	2240	-154.958831	62.94694	5701	43	0
AK	AK0046	CENTENNIALLIBRARY	4TH&MILTONSTREET	METLAKATLA	99926	7	PRWALES-OUTERKE	9078866015	-3	1318	0.57	51533	8978	1815	1891	2	712	-131.582243	55.13203	5533	43	0
AK	AK0047	MARTINMONSENREGIONALLIBRARY	101MAINSTREET	NAKNEK	99633	147	BRISTOLBAY	9072464465	M	1029	3	220891	15820	8644	6191	6	4854	-156.710141	58.84785	953	43	0
AK	AK0048	NENANAPUBLICLIBRARY	201EASTSECONDSTREET	NENANA	99760	40	YUKON-KOYUKUK	9078325812	nenanalibrary.com/	347	1	103343	8406	7940	7842	5	4160	-149.092702	64.56222	5701	43	0
AK	AK0051	NINILCHIKCOMMUNITYLIBRARY	15850STERLINGHIGHWAY	NINILCHIK	99639	165	KENAIPENINSULA	9075673333	-3	853	0.38	23902	12412	7161	16869	3	1912	-151.691726	60.0275	53409	43	0
AK	AK0052	KEGOAYAHKOZGALIBRARY	223FRONTSTREET	NOME	99762	1168	NOME	9074436628	M	3570	2.08	202702	16059	20000	6581	4	10296	-165.40543	64.49731	9261	33	0
AK	AK0053	NORTHWAYCOMMUNITY/SCHOOLLIBRARY	MILE5NORTHWAYROAD	NORTHWAY	99764	496	SEFAIRBANK	9077782287	-3	88	0.6	12350	2827	1000	1400	2	350	-141.945631	62.94483	6753	43	0
AK	AK0055	PALMERPUBLICLIBRARY	655SOUTHVALLEYWAY	PALMER	99645	6667	MATANUSKA-SUSITNA	9077454690	cityofpalmer.org/library/	26450	9.5	601728	54729	101577	128263	8	21801	-149.113741	61.59847	85458	32	0
AK	AK0056	PELICANPUBLICLIBRARY	166SALMONWAY	PELICAN	99832	712	SKAGWAY-ANGOON	9077352500	-3	113	0.4	22690	10304	4397	9798	2	1268	-136.135508	58.10796	-1	43	0
AK	AK0057	PETERSBURGPUBLICLIBRARY	12SOUTHNORDICDRIVE	PETERSBURG	99833	549	WRANGELL-PETERSBU	9077723349	www.psglib.org/	3036	3.2	288062	27058	50622	73995	3	8703	-132.958255	56.80848	5910	33	0
AK	AK0058	JESSIEWAKEFIELDMEMORIALLIBRARY	207SPRUCEDRIVE	PORTLIONS	99550	49	KODIAKISLAND	9074542288	-3	190	0.38	27749	12471	2197	609	4	1885	-152.883298	57.87453	13049	43	0
AK	AK0060	RUBYCOMMUNITYLIBRARY	10BOBBYKENNEDYSR.WAY	RUBY	99768	10	YUKON-KOYUKUK	9074684432	-3	-3	-3	-3	-3	-3	-3	-3	-3	-155.71915	64.400047	5701	43	0
AK	AK0061	ST.PAULISLANDSCHOOL/COMMUNITYLIBRARY	930TOLSTOLBOULEVARD	SAINTPAUL	99660	905	ALEUTIANSWEST	9075463324	-3	450	0.6	40880	13760	5408	4178	14	2504	-170.27885	57.18359	4529	43	0
AK	AK0064	SELDOVIAPUBLICLIBRARY	260SELDOVIASTREET	SELDOVIA	99663	275	KENAIPENINSULA	9072347662	seldovialibrary.wordpress.com/	257	0	8695	9451	3268	5038	2	683	-151.531478	59.64462	53409	43	0
AK	AK0065	SEWARDCOMMUNITYLIBRARY	2385THAVENUE	SEWARD	99664	2389	KENAIPENINSULA	9072244008	library.cityofseward.net/library/	2619	4.5	391437	28667	89945	66921	11	11227	-149.438759	60.10178	53409	43	0
AK	AK0067	KETTLESONMEMORIALLIBRARY	320HARBORDRIVE	SITKA	99835	7570	SITKA	9077474021	M	8615	7.45	850166	65257	184964	138621	10	55002	-135.334496	57.04958	8889	33	0
AK	AK0068	SKAGWAYPUBLICLIBRARY	769STATESTREET	SKAGWAY	99840	394	SKAGWAY-ANGOON	9079832665	skagwaylibrary.blogspot.com/	846	1.8	178712	10202	14736	14233	3	6523	-135.308005	59.46061	-1	43	0
AK	AK0069	SOLDOTNAPUBLICLIBRARY	235NORTHBINKLEYSTREET	SOLDOTNA	99669	7523	KENAIPENINSULA	9072624227	www.ci.soldotna.ak.us/library.html/	4061	4	380562	45048	90988	102936	6	15768	-151.072559	60.49234	53409	33	0
AK	AK0070	SUTTONPUBLICLIBRARY	11317NORTHJONESVILLEMINEROAD	SUTTON	99674	266	MATANUSKA-SUSITNA	9077454467	www.matsulibraries.org/sutton/	3538	1.63	186488	13471	9152	13682	3	2935	-148.943896	61.7554	85458	43	0
AK	AK0071	TAKOTNACOMMUNITYLIBRARY	RIVERSIDEDRIVE	TAKOTNA	99675	7529	YUKON-KOYUKUK	9072982212	-3	46	0.38	35396	2757	1156	1078	2	750	-156.124971	62.97515	5701	43	0
AK	AK0072	TALKEETNAPUBLICLIBRARY	23151SOUTHTALKEETNASPURROAD	TALKEETNA	99676	768	MATANUSKA-SUSITNA	9077332359	www.matsulibraries.org/talkeetna/	4716	2.1	186435	12186	26000	23692	6	10114	-149.889417	62.17843	85458	43	0
AK	AK0073	TANANACOMMUNITY/SCHOOLLIBRARY	89FRONTSTREET	TANANA	99777	7109	YUKON-KOYUKUK	9073667211	-3	252	0.75	21273	12150	2230	3010	4	1700	-151.892209	65.3268	5701	43	0
AK	AK0074	DERMOTTO'TOOLEMEMORIALLIBRARY	707WESTTENAKEEAVENUE	TENAKEESPRINGS	99841	35	SKAGWAY-ANGOON	9077362248	-3	99	0.25	13816	6097	1172	2040	1	196	-135.212133	57.77754	-1	43	0
AK	AK0075	TOKCOMMUNITYLIBRARY	MILE1314ALASKAHIGHWAY	TOK	99780	227	SEFAIRBANK	9078835623	-3	1382	0	14453	13288	1525	2030	1	781	-142.249751	63.9214	6753	43	0
AK	AK0077	VALDEZCONSORTIUMLIBRARY	212FAIRBANKSSTREET	VALDEZ	99686	609	VALDEZ-CORDOVA	9078354632	www.ci.valdez.ak.us/library/	3635	3.79	367400	45074	30703	21010	6	10015	-146.353761	61.12918	9362	43	0
AK	AK0078	WASILLAPUBLICLIBRARY	391NORTHMAINSTREET	WASILLA	99654	7085	MATANUSKA-SUSITNA	9073732242	www.cityofwasilla.com/library/	29902	9.4	780945	49675	84096	139531	7	16690	-149.441507	61.58256	85458	32	0
AK	AK0080	WILLOWPUBLICLIBRARY	23557WESTWILLOWCOMMUNITYCENTER	WILLOW	99688	129	MATANUSKA-SUSITNA	9074957323	www.matsulibraries.org/willow/	6788	2.4	246328	21856	27349	28527	8	9195	-150.98442	61.67003	85458	43	0
AK	AK0081	IRENEINGLEPUBLICLIBRARY	124SECONDAVENUE	WRANGELL	99929	679	WRANGELL	9078743535	www.wrangell.com/	2112	2.5	216069	35979	26676	29744	4	7999	-132.378872	56.45098	5910	43	0
AK	AK0082	AKIAKSCHOOL/COMMUNITYLIBRARY	1KILBUCKROAD	AKIAK	99552	49	BETHEL	9077654631	www.yupiit.org/resources/libraries.html	341	0.4	22223	7600	3979	3457	1	589	-161.191724	60.88718	17236	43	0
AK	AK0085	FRANCESKIBBLEKENNYLAKEPUBLICLIBRARY	MILE5EDGERTONHIGHWAY	KENNYLAKE	99573	9704	VALDEZ-CORDOVA	9078223015	M	430	0	12727	6670	3338	2816	2	798	-143.873988	61.66443	9362	43	0
AK	AK0087	KOYUKPUBLICLIBRARY	BIRCHSTREET	KOYUK	99753	69	NOME	9079633441	-3	-3	-3	-3	-3	-3	-3	-3	-3	-161.148928	64.939392	9261	43	0
AK	AK0091	TULUKSAKSCHOOL/COMMUNITYLIBRARY	PHILLIPSTREET	TULUKSAK	99679	115	BETHEL	9076955636	www.yupiit.org/Resources/libraries.html	500	0.5	33350	8320	4155	8300	2	720	-160.95319	61.10831	17236	43	0
AK	AK0092	NAQIAKSRATLIBRARY	ROCKYROAD&FISHRIVERROAD	WHITEMOUNTAIN	99784	130	NOME	9076383411	-3	191	0.3	21024	5629	3203	2061	1	15	-162.561429	65.00544	9261	43	0
AK	AK0094	TUZZYCONSORTIUMLIBRARY	5421NORTHSTARSTREET	BARROW	99723	2130	NORTHSLOPE	9078524050	www.tuzzy.org	6692	15	1186644	50768	59822	20607	11	17132	-156.75342	71.29845	6615	43	0
AK	AK0095	AKIACHAKSCHOOL/COMMUNITYLIBRARY	1MAINSTREET	AKIACHAK	99551	190	BETHEL	9078253600	www.yupiit.org/resources/libraries.html	659	0.6	17776	10210	5656	2169	2	2005	-161.409778	60.8781	17236	43	0
AK	AK0097	ESTHERGREENWALDLIBRARY	366GARTEENIHIGHWAY	HOONAH	99829	157	SKAGWAY-ANGOON	9079453611	-3	823	1.13	73550	20703	15150	8056	7	7350	-135.437574	58.10915	-1	43	0
AK	AK0099	MOOSEPASSPUBLICLIBRARY	200DEPOTROAD	MOOSEPASS	99631	154	KENAIPENINSULA	9072883111	-3	186	0	8278	5686	2856	6727	2	406	-149.508366	60.52465	53409	43	0
AK	AK0100	NIKOLAICOMMUNITY/SCHOOLLIBRARY	TOPOFTHEKUSKOKWIMSCHOOLBUILDIN	NIKOLAI	99691	9091	YUKON-KOYUKUK	9072932427	-3	90	0.25	13359	4100	2000	480	8	950	-154.374475	63.00669	5701	43	0
AK	AK0101	SANDPOINTCOMMUNITY/SCHOOLLIBRARY	123REDCOVEROAD	SANDPOINT	99661	269	ALEUTIANSEAST	9073832393	-3	958	0.38	53050	5600	26000	28298	17	11500	-160.487593	55.34761	2810	43	0
AK	AK0102	EGEGIKVILLAGELIBRARY	289AIRPORTWAY	EGEGIK	99579	29	LAKEANDPENINSULA	9072332211	-3	62	0.4	13350	5161	1060	2321	1	300	-157.335327	58.17839	1488	43	0
AK	AK0103	TRAPPERCREEKPUBLICLIBRARY	8901EASTDEVONSHIREDRIVE	TRAPPERCREEK	99683	388	MATANUSKA-SUSITNA	9077331546	www.matsulibraries.org/trappercreek/	1441	0.99	96636	12526	3547	6351	5	1448	-150.321414	61.41243	85458	42	0
AK	AK0104	HOLYCROSSCOMMUNITY/SCHOOLLIBRARY	210TRAILWAYSTREET	HOLYCROSS	99602	210	YUKON-KOYUKUK	9074767131	-3	194	0.25	13350	4503	1000	1108	5	515	-160.443036	62.22932	5701	43	0
AK	AK0113	OUZINKIETRIBALMEDIACENTER	130THIRDSTREET	OUZINKIE	99644	130	KODIAKISLAND	9076802323	-3	167	0.65	16215	2323	3540	1311	6	1800	-152.508261	57.92122	13049	42	0
AK	AK0114	ST.GEORGEISLANDSCHOOL/COMMUNITYLIBRARY	NO.1ELEMENTARYSCHOOLROAD	ST.GEORGE	99591	959	ALEUTIANSWEST	9075463324	-3	112	0.25	25709	4827	1440	441	4	544	-169.619142	56.58272	4529	43	0
AK	AK0115	UNALASKAPUBLICLIBRARY	63ELEANORDRIVE	UNALASKA	99685	1370	ALEUTIANSWEST	9075815060	www.unalaska-ak.us/	3551	4.5	555390	30323	105015	144999	14	66159	-166.529689	53.87054	4529	41	0
AK	AK0116	ANIAKPUBLICLIBRARY	270RIVERFRONTDRIVE	ANIAK	99557	270	BETHEL	9076754435	-3	494	0.25	16402	4300	2600	1544	4	1800	-156.683203	61.4908	17236	43	0
AK	AK0117	HYDERPUBLICLIBRARY	50MAINSTREET	HYDER	99923	50	PRWALES-OUTER	2506369148	-3	94	0	12350	7311	1250	1014	2	275	-130.036515	55.92994	5533	43	0
AK	AK0120	INNOKORIVERCOMMUNITY/SCHOOLLIBRARY	101PINESTREET	SHAGELUK	99665	49	YUKON-KOYUKUK	9074738206	shx.schoolaccess.net/	102	0.5	14338	3774	2000	1041	3	1250	-159.798143	62.64145	5701	43	0
AK	AK0121	ANVIKCOMMUNITY/SCHOOLLIBRARY	1AIRPORTROAD	ANVIK	99558	90	YUKON-KOYUKUK	9076636348	-3	84	0.25	13350	3947	1240	477	4	900	-160.128556	63.27254	5701	43	0
AK	AK0122	GRAYLINGCOMMUNITY/SCHOOLLIBRARY	DAVIDLOUISSCHOOLBUILDING	GRAYLING	99590	90	YUKON-KOYUKUK	9074535135	-3	152	0.25	13614	6512	1315	503	3	860	-159.683027	64.07926	5701	43	0
AK	AK0123	KLAWOCKPUBLICLIBRARY	615NORTHPARKSTREET	KLAWOCK	99925	469	PRWALES-OUTER	9077552261	-3	-3	-3	-3	-3	-3	-3	-3	-3	-132.958135	55.554748	5533	43	0
AK	AK0124	LAKEMINCHUMINACOMMUNITYLIBRARY	123AIRPORTWAY	LAKEMIN	99757	50	YUKON-KOYUKUK	9076743211	lma.mystarband.net/	17	0	7628	3935	788	2627	2	618	-152.385396	63.8005	5701	43	0
AK	AK0126	IGIUGIGTRIBALLIBRARY	1AIRPORTROAD	IGIUGIG	99613	4008	LAKEANDPENINSULA	9075333211	-3	40	0.36	20027	7228	1016	1495	6	540	-156.48296	58.73102	1488	43	0
AK	AK0127	COFFMANCOVECOMMUNITYLIBRARY	106DENALIALLEY	COFFMANCOVE	99918	135	PRWALES-OUTERKE	9073292233	-3	141	0	14200	12519	4932	4961	4	3444	-131.696402	55.35655	5533	33	0
AK	AK0129	MOUNTAINVILLAGEPUBLICLIBRARY	1SAINTMARY'SHIGHWAY	MOUNTAINVILLAGE	99632	85	WADEHAMPTON	9075912970	-3	765	0	11650	4400	870	1480	0	0	-164.537503	62.1696	7717	43	0
AK	AK0130	THORNEBAYPUBLICLIBRARY	120FREEMANDRIVE	THORNEBAY	99919	489	PRWALES-OUTERKE	9078283303	-3	440	0.43	26993	4140	2417	3924	2	988	-132.52418	55.68823	5533	43	0
AK	AK0133	PILOTPOINTTRIBALLIBRARY	2200MAINSTREET	PILOTPOINT	99649	449	LAKEANDPENINSULA	9077972208	-3	72	0.43	16350	1317	1357	1396	1	810	-157.384464	57.52567	1488	43	0
AK	AK0134	WHALEPASSCOMMUNITYLIBRARY	BEACHROADLOT3BLOCK14	WHALEPASS	99950	2080	PRWALES-OUTERKE	9078465226	-3	48	0	9168	4787	1360	1798	2	801	-132.878786	55.76289	5533	43	0
AK	AK0135	TOGIAKPUBLICLIBRARYANDCULTURALCENTER	SECONDAVENUEANDGSTREET	TOGIAK	99678	353	DILLINGHAM	9074935566	-3	802	0	29650	6100	832	855	2	235	-160.391925	59.06007	4933	43	0
AK	AK0136	SCAMMONBAYPUBLICLIBRARY	101ASKINUKSTREET	SCAMMONBAY	99662	110	WADEHAMPTON	9075585400	-3	533	0	12350	3500	1000	150	1	600	-165.080055	61.79161	7717	43	0
AL	AL0001	CARLELLIOTTREGIONALLIBRARYSYSTEM	9818THSTREETEAST	JASPER	35501	5491	WALKER	2052212568	www.youseemore.com/cerl	65686	3.5	240261	3926	221158	2092	3	3687	-87.273906	33.83339	68970	32	4
AL	AL0002	ARLEYPUBLICLIBRARY	6788COUNTYROAD41	ARLEY	35541	146	WINSTON	2053870129	www.youseemore.com/cerl	324	0.5	23510	6840	7582	5374	4	611	-87.2234	34.04997	23974	42	4
AL	AL0003	CORDOVAPUBLICLIBRARY	84MAINST.	CORDOVA	35550	1415	WALKER	2054839578	www.youseemore.com/cerl	2327	0.5	14446	8764	9287	4961	3	211	-87.182924	33.75642	68970	42	4
AL	AL0004	DORAPUBLICLIBRARY	1485SHARONBLVD	DORA	35062	700	WALKER	2056483211	www.youseemore.com/cerl/	-3	-3	-3	-3	-3	-3	-3	-3	-87.07569	33.743559	68970	31	4
AL	AL0005	DOUBLESPRINGSPUBLICLIBRARY	637BLAKEDRIVE	DOUBLESPRINGS	35553	555	WINSTON	2054892412	www.youseemore.com/cerl	993	1	29374	8745	5850	9458	3	798	-87.383461	34.14703	23974	43	4
AL	AL0006	HALEYVILLEPUBLICLIBRARY	91320THSTREET	HALEYVILLE	35565	1323	WINSTON	2054867450	www.youseemore.com/cerl	4148	2	65226	10330	5744	13811	3	1891	-87.623386	34.2263	23974	32	4
AL	AL0007	JASPERPUBLICLIBRARY	98EAST18THSTREET	JASPER	35501	5491	WALKER	2052218512	www.youseemore.com/cerl	14117	2.7	199033	49405	28647	72984	9	8250	-87.273906	33.83339	68970	32	4
AL	AL0009	SUMITONPUBLICLIBRARY	416STATESTREET	SUMITON	35148	10	WALKER	2056487451	www.youseemore.com/cerl	2586	1.5	41470	9722	1272	10262	3	1266	-87.049527	33.74957	68970	31	4
AL	AL0010	CHEAHAREGIONALLIBRARY	935COLEMANSTREET	HEFLIN	36264	1313	CLEBURNE	2564637125	cheaharegionallibrary.org	98537	3	124377	21770	1379	89261	6	113	-85.588945	33.64375	14799	42	3
AL	AL0011	ROANOKE-ANNIEL.AWBREYPUBLICLIBRARY	736COLLEGESTREET	ROANOKE	36274	1616	RANDOLPH	3348632632	-3	6661	5	108124	19487	25588	67048	11	6419	-85.370667	33.1495	22620	32	3
AL	AL0012	ASHLANDCITYPUBLICLIBRARY	11SECONDAVENUENORTH	ASHLAND	36251	296	CLAY	2563543427	M	1869	3	75638	21267	13762	20135	7	3238	-85.837992	33.27473	13809	42	3
AL	AL0013	B.B.COMERMEMORIALLIBRARY	314NORTHBROADWAYAVENUE	SYLACAUGA	35150	2528	TALLADEGA	2562490961	www.sylacauga.net/library	12932	12.75	733211	102297	72588	183223	54	20024	-86.250724	33.17185	80279	32	3
AL	AL0014	CHEROKEECOUNTYPUBLICLIBRARY	310MARYSTREET	CENTRE	35960	2026	CHEROKEE	2569275838	www.cheaharegionallibrary.org	3389	2.5	306770	26840	27650	58250	4	7	-85.67641	34.14928	24545	42	3
AL	AL0015	CHILDERSBURG-EARLEA.RAINWATERMEMORIALLIBRARY	124NINTHAVENUESW	CHILDERSBURG	35044	1642	TALLADEGA	2563787239	www.childersburg.org/library	4985	5	147200	41797	23131	39631	12	8735	-86.355664	33.27752	80279	32	3
AL	AL0016	LINCOLNPUBLICLIBRARY	49COMPLEXDRIVE	LINCOLN	35096	5096	TALLADEGA	2057637777	-3	5047	2.1	101527	16148	8958	7983	5	4080	-86.122667	33.6044	80279	42	3
AL	AL0017	LINEVILLEPUBLICLIBRARY	60119HIGHWAY49	LINEVILLE	36266	482	CLAY	2563965162	cheaharegionallibrary.org	2373	2	31165	14817	6286	11099	2	220	-85.754449	33.31468	13809	42	3
AL	AL0018	HEFLIN-LUCILEL.MORGANPUBLICLIBRARY	541ROSSSTREET	HEFLIN	36264	1339	CLEBURNE	2564632259	M	3412	0.55	33891	15927	9656	10866	8	2863	-85.587878	33.64374	14799	42	3
AL	AL0019	OXFORDPUBLICLIBRARY	110EAST6THSTREET	OXFORD	36203	1617	CALHOUN	2568311750	Cheaharegionallibrary.org	17547	7	377001	34957	20462	59528	20	5591	-85.83545	33.60969	113419	13	3
AL	AL0020	TALLADEGAPUBLICLIBRARY	202SOUTHSTREETEAST	TALLADEGA	35160	2471	TALLADEGA	2563624211	-3	17131	7.5	446407	148900	41540	66335	25	4619	-86.09972	33.43313	80279	32	3
AL	AL0022	ABBEVILLEMEMORIALLIBRARY	301KIRKLANDSTREET	ABBEVILLE	36310	2419	HENRY	3345852818	-3	7922	3	159019	29775	17646	17681	4	7786	-85.250486	31.56676	16591	42	2
AL	AL0023	ARITON-DOTLANEYMEMORIALLIBRARY	30W.MAINSTREET	ARITON	36311	26	DALE	3347622463	-3	750	0.4	24239	10169	1723	1048	4	414	-85.719461	31.60018	48292	42	2
AL	AL0024	HEADLAND-BLANCHER.SOLOMONMEMORIALLIBRARY	17PARKSTREET	HEADLAND	36345	1747	HENRY	3346932706	-3	8783	3	115968	72187	23015	15023	3	4680	-85.342198	31.35231	16591	41	2
AL	AL0025	BRUNDIDGE-TUPPERLIGHTFOOTMEMORIALLIBRARY	164SOUTHMAINSTREET	BRUNDIDGE	36010	1809	PIKE	3347352145	-3	2309	4	150055	15113	11205	12439	5	2754	-85.815509	31.71897	30381	42	2
AL	AL0026	OZARK-DALECOUNTYPUBLICLIBRARY	416JAMESSTREET	OZARK	36360	2090	DALE	3347745480	www.odcpl.com	36980	7	265794	61493	106318	75009	27	15252	-85.632774	31.45219	48292	32	2
AL	AL0029	CLIO-ELTONB.STEPHENSLIBRARY	17SCHOOLSTREET	CLIO	36017	9298	BARBOUR	3343972911	www.centurytel.net	4879	0.5	14153	7680	3212	9688	7	610	-85.612081	31.7087	29309	43	2
