StateAbr,LibID,title,Address,City,Zip,Zip4,County,Phone,WebAddr,RelCode,LegBasis,PopLSA,CentralLib,BranchLib,BookMob,Master,Librarians,OtherPaid,TotStaff,LocGvt,StGvt,FedGvt,OtherInc,TotInc,PrintExp,ElecExp,OthMaterial,TotCollExp,TotalExp,BookVol,Ebook,Audio,Video,HrsOpen,Visits,RefTran,RegBor,TotCirc,KidCirc,TotProg,KidProg,TotAtten,KidAtten,GPTerms,PITUsr,Long,Lat,CountyPop,LocaleCode,CongDist
WI,WI0012,ARGYLE PUBLIC LIBRARY,401 E. MILWAUKEE,ARGYLE,53504,250,LAFAYETTE,6085433113,-3,CI,CI2,954,1,0,0,0,0.5,0,0.5,23227,0,386,740,24353,2085,0,564,2649,20935,4026,0,3760,813,1040,3500,35,511,2574,919,0,0,0,0,5,2000,-89.863902,42.70125,15871,43,3
WI,WI0013,LESTER PUBLIC LIBRARY OF ARPIN,8091 COUNTY ROAD E,ARPIN,54410,36,WOOD,7156522273,www.scls.lib.wi.us/arp,CI,CI2,1265,1,0,0,0,0.33,0.63,0.96,29181,450,1200,0,30831,4350,60,738,5148,29299,14660,0,200,700,1300,4900,200,400,9735,5579,100,50,830,600,2,917,-90.045097,44.53491,73756,42,7
WI,WI0014,VAUGHN PUBLIC LIBRARY,502 W. MAIN ST.,ASHLAND,54806,1584,ASHLAND,7156827060,vpl.coawi.org,CI,CI2,13023,1,0,0,1,1,4.88,5.88,453135,2500,867,29437,485939,54030,0,13824,67854,478038,33470,11545,5196,2733,2821,120877,11948,10094,135712,41028,331,288,4754,4395,8,20556,-90.888329,46.58924,16295,33,7
WI,WI0015,AUGUSTA MEMORIAL PUBLIC LIBRARY,113 N. STONE ST.,AUGUSTA,54722,474,EAU CLAIRE,7152862070,www.augustalibrary.org,CI,CI2,3028,1,0,0,0,0.83,1.35,2.18,85937,5325,650,4102,96014,12114,0,6558,18672,94410,12708,4723,4589,1227,1976,26613,315,1224,35889,12071,96,57,1079,920,5,3074,-91.119871,44.68063,98286,42,3
WI,WI0016,BALDWIN PUBLIC LIBRARY,400 CEDAR ST.,BALDWIN,54002,475,ST. CROIX,7156843813,baldwinlibrary.org,CI,CI2,7398,1,0,0,1,1.75,1.4,3.15,175489,0,648,10806,186943,21000,185,7315,28500,186943,25184,4723,5387,2254,2132,76495,9621,3632,86199,28822,208,176,3365,2917,6,29178,-92.367943,44.95718,82487,32,3
WI,WI0017,BALSAM LAKE PUBLIC LIBRARY,404 MAIN ST.,BALSAM LAKE,54810,340,POLK,7154853215,www.balsamlakepubliclibrary.org,CI,CI2,3117,1,0,0,0,1.05,0,1.05,82699,400,271,1618,84988,8552,0,3250,11802,67649,11055,4723,4480,1098,1768,18266,6650,2114,31058,9061,114,78,1209,933,4,4250,-92.453136,45.44908,44270,42,7
WI,WI0018,BARABOO PUBLIC LIBRARY,230 FOURTH AVE.,BARABOO,53913,2118,SAUK,6083566166,www.baraboopubliclibrary.org,CI,CI2,18787,1,0,0,1.85,2.77,7.85,10.62,751070,525,1200,58227,811022,56545,1891,8831,67267,798636,64967,8370,7322,4524,3016,187795,22606,11351,248266,81896,280,264,6318,5991,14,45019,-89.744881,43.47088,59013,32,2
WI,WI0019,BARNEVELD PUBLIC LIBRARY,107 W. ORBISON ST.,BARNEVELD,53507,92,IOWA,6089243711,www.swls.org/member.ba.html,CI,CI2,2286,1,0,0,0.65,1.45,0.05,1.5,80320,0,386,7730,88436,3890,0,1222,5112,70333,10723,0,4233,1740,2288,6550,3100,1789,13117,5671,97,82,1598,1275,5,1414,-89.89553,43.01481,23604,42,3
WI,WI0020,BARRON PUBLIC LIBRARY,10 N. 3RD ST.,BARRON,54812,1119,BARRON,7155373881,www.barronpubliclibrary.org/,CI,CI2,9066,1,0,0,1,2,2.75,4.75,375801,2496,398,0,378695,54208,1999,7164,63371,346715,36636,4723,5655,2034,2392,70202,11914,11914,84025,30422,88,68,1455,1008,5,5034,-91.854034,45.40161,45590,33,7
WI,WI0021,BAYFIELD CARNEGIE PUBLIC LIBRARY,37 N. BROAD ST.,BAYFIELD,54814,727,BAYFIELD,7157793953,www.bayfieldlibrary.org,CI,CI2,4155,1,0,0,1,2.13,0.18,2.31,111823,2349,776,12400,127348,10500,0,5500,16000,126046,15177,11545,3997,3408,2080,32206,1700,2015,41135,9852,90,65,2100,1600,6,9500,-90.817201,46.81137,14926,43,7
WI,WI0022,BEAVER DAM COMMUNITY LIBRARY,311 N. SPRING ST.,BEAVER DAM,53916,2043,DODGE,9208874631,M,CI,CI2,32472,1,0,0,2,4,9.75,13.75,978996,8733,1250,0,988979,137778,18000,68119,223897,883069,120636,8825,15657,12206,3332,232754,2354,26752,361125,102435,186,147,8952,8520,8,21697,-88.836906,43.45858,87912,32,6
WI,WI0023,BELLEVILLE PUBLIC LIBRARY,130 S. VINE ST.,BELLEVILLE,53508,140,DANE,6084241812,www.scls.lib.wi.us/blv,CI,CI2,2814,1,0,0,0,2.68,0,2.68,240470,956,0,6925,248351,27113,568,8282,35963,227638,28931,8370,5398,3577,2392,21923,17687,2140,73404,11707,70,59,1750,1678,4,5804,-89.53399,42.85843,482705,42,2
WI,WI0024,JOHN TURGESON PUBLIC LIBRARY,220 S. MOUND AVE.,BELMONT,53510,9622,LAFAYETTE,6087625137,-3,CI,CI2,1271,1,0,0,0,0.63,0,0.63,29127,0,386,0,29513,2784,0,795,3579,28350,12712,0,3968,1024,1300,4038,132,351,6793,2800,62,7,900,492,2,1300,-90.333979,42.73614,15871,42,3
WI,WI0025,BELOIT PUBLIC LIBRARY,409 PLEASANT ST.,BELOIT,53511,6272,ROCK,6083642908,www.beloitlibrary.info,CI,CI2,45338,1,0,0,6,6,21,27,1819373,3506,4380,140950,1968209,165826,8205,46879,220910,1968209,118544,0,18981,8741,3156,202232,52818,33287,449562,153553,480,406,21024,16972,15,44436,-89.033592,42.499,160213,23,2
WI,WI0026,BENTON PUBLIC LIBRARY,48 W. MAIN ST.,BENTON,53803,26,LAFAYETTE,6087592665,M,CI,CI2,1138,1,0,0,0,0.63,0,0.63,32744,0,386,547,33677,4104,0,822,4926,32153,9972,0,3936,1256,1088,5550,835,602,8087,3232,14,14,149,117,4,1833,-90.381791,42.56989,15871,42,3
WI,WI0027,BERLIN PUBLIC LIBRARY,121 W. PARK AVE.,BERLIN,54923,1526,GREEN LAKE,9203615420,www.berlinlibrary.org,CI,CI2,6687,1,0,0,0,2,3.7,5.7,343466,0,0,18800,362266,26783,300,11307,38390,362382,49823,11266,7712,6211,3116,120184,4500,7688,126637,39573,125,96,5330,4955,10,9360,-88.947347,43.969,18566,32,6
WI,WI0028,BIG BEND VILLAGE LIBRARY,W230 S9175 NEVINS ST.,BIG BEND,53103,40,WAUKESHA,2626623571,M,CI,CI2,1610,1,0,0,0,1.37,0,1.37,72957,1090,250,0,74297,11500,0,8662,20162,72687,14539,7007,3139,779,1736,7926,295,1262,11996,3382,73,41,937,658,4,4,-88.208692,42.87853,380629,21,1
WI,WI0030,BLACK EARTH PUBLIC LIBRARY,1210 MILLS ST.,BLACK EARTH,53515,347,DANE,6087672400,www.scls.lib.wi.us/ber/index.html,CI,CI2,2375,1,0,0,1,2.03,0.2,2.23,115529,782,0,2733,119044,11936,771,3600,16307,114253,18241,8370,5855,1437,2288,18304,1911,1109,39586,16364,63,57,1196,1086,2,3467,-89.747997,43.138,482705,42,2
WI,WI0031,BLACK RIVER FALLS PUBLIC LIBRARY,222 FILLMORE ST.,BLACK RIVER FALLS,54615,1788,JACKSON,7152844112,blackriverfallslibrary.org,CI,CO2,19340,1,0,0,1.13,1.13,4.43,5.56,251739,6100,0,1500,259339,35556,3144,8761,47461,293767,31239,8396,5380,2630,2808,62400,9360,8868,96280,30775,101,93,2412,2172,20,14085,-90.850006,44.29417,19904,32,3
WI,WI0033,BLANCHARDVILLE PUBLIC LIBRARY,208 MASON ST.,BLANCHARDVILLE,53516,104,LAFAYETTE,6085232055,www.blanchardville.com/Village/library.html,CI,CI2,1866,1,0,0,0,0.73,0.23,0.96,63244,0,386,567,64197,11285,358,1914,13557,61394,11179,0,3975,1541,1352,7506,1400,1045,23204,10407,51,47,575,467,4,1668,-89.90711,42.78757,15871,42,3
WI,WI0035,BLOOMINGTON PUBLIC LIBRARY,453 CANAL ST.,BLOOMINGTON,53804,38,GRANT,6089942531,www.swls.org/member.bt.html,CI,CI2,1015,1,0,0,0,0.4,0,0.4,20466,0,386,0,20852,6011,358,0,6369,20728,8496,0,3675,638,832,3175,305,345,6258,1908,6,6,93,93,2,443,-90.92252,42.88289,49238,42,3
WI,WI0036,HILDEBRAND MEMORIAL LIBRARY,1033 WISCONSIN AVE.,BOSCOBEL,53805,1597,GRANT,6083755723,www.swls.org/member.bw.html,CI,CI2,4629,1,0,0,0,2.25,0.38,2.63,162371,0,386,4850,167607,18939,0,3136,22075,173527,25073,0,4329,1196,2288,29560,4200,4120,30657,11401,59,39,1303,1040,7,6700,-90.705754,43.13309,49238,33,3
WI,WI0037,BOULDER JUNCTION PUBLIC LIBRARY,5386 PARK ST.,BOULDER JUNCTION,54512,9,VILAS,7153852050,boulderjunction.wislib.org,CI,CI2,1397,1,0,0,0,0.73,0.38,1.11,47050,2489,266,15846,65651,6641,0,3734,10375,65456,15927,11545,3129,1816,1560,16281,1500,1635,21311,5940,56,45,1201,742,6,3604,-89.642543,46.10673,21919,43,8
WI,WI0038,BOYCEVILLE PUBLIC LIBRARY,903 MAIN ST.,BOYCEVILLE,54725,129,DUNN,7156432106,www.boycevillelibrary.org,CI,CI2,2930,1,0,0,0,0.9,0.85,1.75,93006,100,0,0,93106,7158,0,3514,10672,87873,8617,4723,4433,1082,1768,11581,2211,1048,28560,9607,53,51,1055,1041,3,7009,-92.039284,45.0445,42688,42,3
WI,WI0039,BRANDON PUBLIC LIBRARY,117 E. MAIN ST.,BRANDON,53919,208,FOND DU LAC,9203462350,www.brandonlibrary.net,CI,CI2,1305,1,0,0,0,0.9,0.1,1,55441,0,0,150,55591,5300,0,2800,8100,55441,9500,11266,3551,1284,1300,10700,235,352,10215,2539,17,14,560,440,4,1200,-88.782428,43.73501,99453,42,6
WI,WI0040,BRILLION PUBLIC LIBRARY,326 N. MAIN ST.,BRILLION,54110,1190,CALUMET,9207563215,www.ci.brillion.wi.us/library_home.html,CI,CI2,8396,1,0,0,0,3.2,0,3.2,202729,0,0,24651,227380,22822,674,5313,28809,227380,31690,13064,6116,3497,2600,98250,15616,3857,69900,24005,377,212,5146,2864,13,20006,-88.064226,44.17928,44727,32,6
WI,WI0041,BRODHEAD MEMORIAL PUBLIC LIBRARY,1207 25TH ST.,BRODHEAD,53520,1308,GREEN,6088974070,www.brodheadlibrary.org,CI,CI2,5947,1,0,0,0,1,3.25,4.25,212833,1095,0,10330,224258,24419,940,7097,32456,199985,38445,8370,6939,3859,2692,28648,8840,1828,70910,24495,35,35,728,728,5,12617,-89.378032,42.6212,36090,32,2
WI,WI0042,BROOKFIELD PUBLIC LIBRARY,1900 N. CALHOUN RD.,BROOKFIELD,53005,5097,WAUKESHA,2627824140,www.brookfieldlibrary.com,CI,CI2,43661,1,0,0,10,10,23.79,33.79,2544296,2607,0,60161,2607064,334991,13335,38300,386626,2590393,155572,8805,16519,8154,3427,313207,97500,37470,706156,295128,671,450,22910,19204,28,29228,-88.126141,43.05632,380629,21,5
WI,WI0043,BROWN DEER PUBLIC LIBRARY,5600 W. BRADLEY ROAD,BROWN DEER,53223,3510,MILWAUKEE,4143570106,M,CI,CI2,11714,1,0,0,3.65,3.65,6.5,10.15,387219,85921,0,114571,587711,64819,0,11000,75819,587711,75781,11942,7099,5009,2600,117391,25000,6833,250126,80040,76,72,1164,1127,8,21948,-87.980933,43.16313,953328,11,5
WI,WI0044,BROWNSVILLE PUBLIC LIBRARY,379 MAIN ST.,BROWNSVILLE,53006,248,DODGE,9205834325,www.brownsville.lib.wi.us,CI,CI2,2684,1,0,0,0,1.13,0.08,1.21,63359,246,1250,16322,81177,7547,0,2606,10153,77106,23200,8825,4065,4093,1236,11388,1256,848,36160,15240,42,28,1068,906,5,2270,-88.485247,43.61638,87912,42,6
WI,WI0045,BURLINGTON PUBLIC LIBRARY,166 E. JEFFERSON ST.,BURLINGTON,53105,1491,RACINE,2627637623,www.burlingtonlibrary.org,CI,CI2,18573,1,0,0,2.35,3.98,8.75,12.73,608535,1461,19204,50238,679438,68800,1198,7730,77728,675875,61556,8805,6431,4028,3380,175383,12535,13203,196061,75173,189,131,3755,2921,6,20875,-88.275927,42.67828,199510,32,1
WI,WI0046,BUTLER PUBLIC LIBRARY,12808 W. HAMPTON AVE.,BUTLER,53007,1705,WAUKESHA,2627832535,M,CI,CI2,1808,1,0,0,0.58,2.08,0,2.08,94503,1132,250,2977,98862,11404,0,652,12056,91571,18254,7007,3142,375,2132,7200,225,745,13158,4386,53,35,600,420,4,2980,-88.072188,43.1048,380629,21,5
WI,WI0047,FOREST LODGE LIBRARY,13450 COUNTY HWY M,CABLE,54821,176,BAYFIELD,7157983189,cable.wislib.org,MJ,CI2,1330,1,0,0,0,0.75,0.65,1.4,77771,2500,800,3457,84528,9590,0,1280,10870,80931,7604,11545,2412,582,2236,9361,975,980,14094,3767,14,9,159,101,3,3145,-91.21295,46.24599,14926,43,7
WI,WI0049,JANE MORGAN MEMORIAL LIBRARY,109 W. EDGEWATER ST.,CAMBRIA,53923,477,COLUMBIA,9203484030,janemorganmemoriallibrary.org,CI,CI2,2054,1,0,0,0,0.6,1.18,1.78,94883,450,1200,4608,101141,10399,135,7356,17890,100877,8172,8370,4109,1241,2340,12324,660,1141,24693,6046,7,3,393,253,3,1664,-89.108203,43.54321,55196,42,2
WI,WI0050,CAMBRIDGE COMMUNITY LIBRARY,200 S. SPRING ST.,CAMBRIDGE,53523,490,DANE,6084233900,www.scls.lib.wi.us/cbr,CI,CI2,2390,1,0,0,0,2.58,0.33,2.91,159153,467,0,10204,169824,18785,540,7329,26654,158125,22607,8371,5429,2184,2704,14485,1923,2555,60398,19659,73,64,1198,1133,6,11300,-89.017054,43.00251,482705,42,2
WI,WI0051,CAMERON PUBLIC LIBRARY,603 MAIN ST.,CAMERON,54822,343,BARRON,7154582267,bclic.org/cameron/index.html,CI,CI2,2168,1,0,0,0,0.75,0.85,1.6,41737,600,0,0,42337,2600,0,600,3200,39326,7067,4723,4246,608,1716,4600,1248,3334,10933,2244,3,2,828,28,4,2162,-91.74145,45.40862,45590,42,7
WI,WI0052,CAMPBELLSPORT PUBLIC LIBRARY,220 N. HELENA,CAMPBELLSPORT,53010,405,FOND DU LAC,9205338534,www.campbellsportlibrary.org,CI,CI2,4829,1,0,0,0,2.03,0.25,2.28,116260,0,0,9489,125749,11028,0,1894,12922,120388,17085,11266,4119,3173,2500,14000,725,2427,48953,14096,124,85,2285,1886,6,3807,-88.276351,43.59929,99453,42,6
WI,WI0053,ECKSTEIN MEMORIAL LIBRARY,1034 E. DEWEY ST.,CASSVILLE,53806,450,GRANT,6087255838,www.cassville.org/cl-library.html,CI,CI2,1966,1,0,0,0,1.38,0,1.38,53720,0,386,36268,90374,11283,358,2287,13928,69592,14463,0,4040,1455,1300,6656,160,822,14085,5260,29,21,632,577,5,1482,-90.985158,42.71253,49238,42,3
WI,WI0054,CEDAR GROVE PUBLIC LIBRARY,131 VAN ALTENA AVE.,CEDAR GROVE,53013,287,SHEBOYGAN,9206686834,www.cedargrove.lib.wi.us,CI,CI2,3091,1,0,0,0,2.5,0.53,3.03,126738,0,669,8278,135685,9433,0,2552,11985,124640,30914,10382,3692,2346,2528,39832,500,3103,49008,15315,159,133,3858,3563,7,5534,-87.823718,43.57114,114561,42,6
WI,WI0055,CEDARBURG PUBLIC LIBRARY,W63N583 HANOVER AVE.,CEDARBURG,53012,1969,OZAUKEE,2623757640,www.cedarburg.lib.wi.us,MJ,CI2,17466,1,0,0,4,5,5.83,10.83,657996,0,669,40109,698774,72056,14623,16567,103246,682088,84895,10382,5793,4581,3376,146341,33878,15223,222901,87626,145,136,4987,4829,14,14603,-87.988936,43.29634,85874,21,5
WI,WI0056,CENTURIA PUBLIC LIBRARY,409 4TH ST.,CENTURIA,54824,370,POLK,7156462630,www.centurialibrary.org,CI,CI2,1338,1,0,0,0,0.83,0,0.83,49689,0,0,1591,51280,7762,0,4138,11900,43100,8458,4723,4457,1434,1350,5695,520,765,13699,3276,5,0,60,0,4,2419,-92.554196,45.45113,44270,43,7
WI,WI0057,CALHOUN MEMORIAL LIBRARY,321 MOORE ST.,CHETEK,54728,25,BARRON,7159243195,www.calhounmemoriallibrary.org,CI,CI2,6481,1,0,0,0,0.75,1.75,2.5,102305,0,0,5020,107325,13318,0,3570,16888,91658,14811,4723,4951,1373,2080,16110,8307,2389,52046,13760,70,52,1135,964,5,2535,-91.652809,45.31541,45590,43,7
WI,WI0058,CHILTON PUBLIC LIBRARY,221 PARK ST.,CHILTON,53014,1433,CALUMET,9208494414,www.chilton.lib.wi.us,CI,CI2,17069,1,0,0,0,3.1,0.63,3.73,196999,0,689,7776,205464,20570,0,4450,25020,196999,50069,13064,6399,3186,2640,88810,12803,4649,92031,26186,124,90,5850,5000,21,19250,-88.158124,44.02899,44727,32,6
WI,WI0059,CHIPPEWA FALLS PUBLIC LIBRARY,105 W. CENTRAL ST.,CHIPPEWA FALLS,54729,2397,CHIPPEWA,7157231146,www.chippewafallslibrary.org,CI,CI2,41576,1,0,0,3,6,8.5,14.5,982790,780,374,625,984569,81400,1000,14032,96432,966717,90897,4723,12459,6097,2682,183677,14857,15370,440474,142099,145,106,2579,2138,20,85599,-91.393911,44.93545,60456,23,7
WI,WI0060,CLEAR LAKE PUBLIC LIBRARY,350 FOURTH AVE.,CLEAR LAKE,54005,365,POLK,7152632802,www.clearlakelibrary.org,CI,CI2,2929,1,0,0,0.88,0.88,1,1.88,98251,0,0,10242,108493,11485,0,7598,19083,104265,12247,4723,5639,2460,1716,17264,1196,1421,47908,15196,136,116,3015,2556,4,3748,-92.27029,45.25021,44270,42,7
WI,WI0061,CLINTON PUBLIC LIBRARY,214 MILL ST.,CLINTON,53525,487,ROCK,6086765569,www.als.lib.wi.us/CPL,CI,CI2,3493,1,0,0,0,1,1.48,2.48,118439,480,1620,1490,122029,12610,2430,2500,17540,122029,26058,0,6386,2013,3000,24964,2811,2443,36684,10792,290,243,2952,2667,7,11123,-88.861343,42.55395,160213,41,1
WI,WI0062,CLINTONVILLE PUBLIC LIBRARY,75 HEMLOCK ST.,CLINTONVILLE,54929,1461,WAUPACA,7158234563,www.clintonvillelibrary.org,CI,CI2,8409,1,0,0,1,1.9,4.98,6.88,374170,10680,1579,22747,409176,43690,0,8717,52407,400322,61825,13261,6720,4875,2626,99092,15028,6514,135590,62048,307,295,7235,7065,12,8559,-88.764862,44.62192,51858,32,8
WI,WI0063,COBB PUBLIC LIBRARY,109 S. MIFFLIN ST.,COBB,53526,249,IOWA,6086232554,www.swls.org/member.co.html,CI,CI2,1278,1,0,0,0,0.6,0.08,0.68,26796,0,386,3737,30919,5428,0,669,6097,32461,6773,0,4020,980,1300,5567,937,323,10000,5487,67,47,1059,914,4,635,-90.35215,42.9669,23604,43,3
WI,WI0064,COLBY PUBLIC LIBRARY,211 W. SPENCE ST.,COLBY,54421,318,CLARK,7152232000,wvls.lib.wi.us/ColbyPL,CI,CI2,3905,1,0,0,0,1,0.8,1.8,90723,0,0,27331,118054,13105,0,2531,15636,118054,18697,8805,5485,1791,2184,32500,3966,1757,58882,17807,173,119,2748,1908,5,6409,-90.316739,44.90957,33553,32,7
WI,WI0065,COLFAX PUBLIC LIBRARY,613 MAIN ST.,COLFAX,54730,525,DUNN,7159624334,www.colfaxpubliclibrary.org,CI,CI2,3309,1,0,0,0,1.43,0.48,1.91,108056,100,618,3873,112647,13028,0,4277,17305,105296,9596,4723,5048,773,1820,11600,180,1302,29574,8800,32,30,548,528,5,1383,-91.727195,44.99976,42688,42,3
WI,WI0066,COLUMBUS PUBLIC LIBRARY,223 W. JAMES ST.,COLUMBUS,53925,1572,COLUMBIA,9206235910,www.columbuspubliclibrary.info,CI,CI2,8478,1,0,0,1,1.7,4.55,6.25,338866,1231,0,9491,349588,50639,1126,7775,59540,317065,39938,8370,6094,3122,3042,77844,3814,4982,104953,45998,111,110,3330,3305,5,21100,-89.016317,43.33941,55196,32,2
WI,WI0067,CORNELL PUBLIC LIBRARY,117 N. THIRD ST.,CORNELL,54732,796,CHIPPEWA,7152393709,www.cornellpl.org,CI,CI2,3491,1,0,0,0,1.23,0.05,1.28,64440,82,0,2820,67342,5566,0,5462,11028,67342,10524,4723,936,1799,1560,18720,2809,1183,36406,3563,10,10,112,112,4,4980,-91.149028,45.16745,60456,42,7
WI,WI0068,CRANDON PUBLIC LIBRARY,"HOBBS BUILDING, 110 W. POLK ST.",CRANDON,54520,1468,FOREST,7154783784,-3,CI,CI2,6261,1,0,0,0,0.88,1.05,1.93,89888,0,0,6021,95909,14322,0,641,14963,95262,14658,8805,4144,1168,2340,11800,236,1019,21403,4281,3,3,143,133,8,7488,-88.903669,45.56749,9846,43,8
WI,WI0069,ROSEMARY GARFOOT PUBLIC LIBRARY,2107 JULIUS ST.,CROSS PLAINS,53528,9499,DANE,6087983881,www.scls.lib.wi.us/csp,CI,CI2,5394,1,0,0,1.7,5.1,0,5.1,288000,1076,0,37028,326104,36563,810,8142,45515,335383,38771,8370,5650,3590,2756,62000,5000,2914,91411,38728,129,98,3631,3331,10,14354,-89.647021,43.11372,482705,31,2
WI,WI0070,CUBA CITY PUBLIC LIBRARY,108 N. MAIN ST.,CUBA CITY,53807,1538,GRANT,6087442613,www.swls.org/member.cu.html,CI,CI2,2995,1,0,0,0,2.38,0.25,2.63,114016,0,386,3709,118111,16579,358,9506,26443,141258,15401,0,4727,1953,2340,23352,8200,1677,34232,18620,100,99,1264,1249,4,2427,-90.430864,42.606,49238,42,3
WI,WI0071,CUDAHY FAMILY LIBRARY,3500 LIBRARY DRIVE,CUDAHY,53110,6107,MILWAUKEE,4147692246,www.cudahyfamilylibrary.org,CI,CI2,18644,1,0,0,3.95,3.95,9.45,13.4,617665,96694,0,99137,813496,54191,5270,35871,95332,804536,94834,11942,13464,15644,2960,187999,24544,13449,345372,96383,472,445,9227,8259,19,4426,-87.862327,42.95714,953328,21,4
WI,WI0072,CUMBERLAND PUBLIC LIBRARY,1305 2ND AVE.,CUMBERLAND,54829,97,BARRON,7158222767,www.bclic.org/cumberland,CI,CI2,5797,1,0,0,0.25,2.25,0.7,2.95,171294,1325,0,0,172619,15278,0,2922,18200,172619,19767,4723,4897,1703,2496,46428,249,4434,51493,18151,72,66,880,790,6,5820,-92.021457,45.53421,45590,43,7
